date,status,age_group,gender,count,rate_per_100000
2020-12-12,icu,0 to 11,all,2,0.04102433666
2020-12-12,icu,12 to 19,male,1,0.0546787514
2020-12-12,icu,12 to 19,female,3,0.1743448122
2020-12-12,icu,12 to 19,all,4,0.1126890076
2020-12-12,icu,20 to 29,male,7,0.2428509873
2020-12-12,icu,20 to 29,female,3,0.1135510713
2020-12-12,icu,20 to 29,all,10,0.181014838
2020-12-12,icu,30 to 39,male,8,0.2713192492
2020-12-12,icu,30 to 39,female,10,0.352491853
2020-12-12,icu,30 to 39,all,18,0.3111225804
2020-12-12,icu,40 to 49,male,17,0.6619058762
2020-12-12,icu,40 to 49,female,14,0.5461820315
2020-12-12,icu,40 to 49,all,31,0.6041013807
2020-12-12,icu,50 to 59,male,48,1.948512189
2020-12-12,icu,50 to 59,female,24,0.9534308614
2020-12-12,icu,50 to 59,all,72,1.445596482
2020-12-12,icu,60 to 69,male,53,2.138030438
2020-12-12,icu,60 to 69,female,35,1.354117096
2020-12-12,icu,60 to 69,all,88,1.737884722
2020-12-12,icu,70 to 79,male,82,5.125108909
2020-12-12,icu,70 to 79,female,27,1.523413168
2020-12-12,icu,70 to 79,all,109,3.232213485
2020-12-12,icu,80+,male,26,3.49633893
2020-12-12,icu,80+,female,20,1.866876753
2020-12-12,icu,80+,all,46,2.534514858
2020-12-12,icu,all,male,244,1.219164446
2020-12-12,icu,all,female,136,0.6771541244
2020-12-12,icu,all,all,380,0.947683837
2020-12-12,deaths,20 to 29,male,1,0.03469299819
2020-12-12,deaths,20 to 29,female,2,0.0757007142
2020-12-12,deaths,20 to 29,all,3,0.05430445139
2020-12-12,deaths,30 to 39,female,3,0.1057475559
2020-12-12,deaths,30 to 39,all,3,0.0518537634
2020-12-12,deaths,40 to 49,male,8,0.3114851182
2020-12-12,deaths,40 to 49,female,4,0.156052009
2020-12-12,deaths,40 to 49,all,12,0.2338456957
2020-12-12,deaths,50 to 59,male,17,0.690098067
2020-12-12,deaths,50 to 59,female,11,0.4369891448
2020-12-12,deaths,50 to 59,all,28,0.5621764098
2020-12-12,deaths,60 to 69,male,26,1.048845121
2020-12-12,deaths,60 to 69,female,31,1.199360857
2020-12-12,deaths,60 to 69,all,57,1.125675331
2020-12-12,deaths,70 to 79,male,81,5.06260758
2020-12-12,deaths,70 to 79,female,47,2.651867366
2020-12-12,deaths,70 to 79,all,128,3.795626845
2020-12-12,deaths,80+,male,179,24.07094879
2020-12-12,deaths,80+,female,224,20.90901963
2020-12-12,deaths,80+,all,403,22.20455408
2020-12-12,deaths,all,male,312,1.558931586
2020-12-12,deaths,all,female,322,1.603261971
2020-12-12,deaths,all,all,634,1.581135665
2020-12-19,cases,0 to 11,male,2061,82.4537203
2020-12-19,cases,0 to 11,female,1890,79.55981951
2020-12-19,cases,0 to 11,all,3951,81.04357708
2020-12-19,cases,12 to 19,male,2072,113.2943729
2020-12-19,cases,12 to 19,female,2002,116.3461047
2020-12-19,cases,12 to 19,all,4075,114.8019265
2020-12-19,cases,12 to 19,other,1,NA
2020-12-19,cases,20 to 29,male,4142,143.6983985
2020-12-19,cases,20 to 29,female,3818,144.5126634
2020-12-19,cases,20 to 29,all,7962,144.124014
2020-12-19,cases,20 to 29,other,2,NA
2020-12-19,cases,30 to 39,male,3633,123.212854
2020-12-19,cases,30 to 39,female,3556,125.3461029
2020-12-19,cases,30 to 39,all,7190,124.2761863
2020-12-19,cases,30 to 39,other,1,NA
2020-12-19,cases,40 to 49,male,3197,124.4772404
2020-12-19,cases,40 to 49,female,3408,132.9563117
2020-12-19,cases,40 to 49,all,6605,128.7125684
2020-12-19,cases,50 to 59,male,2940,119.3463716
2020-12-19,cases,50 to 59,female,2958,117.5103537
2020-12-19,cases,50 to 59,all,5898,118.4184452
2020-12-19,cases,60 to 69,male,1959,79.02644582
2020-12-19,cases,60 to 69,female,1889,73.08363414
2020-12-19,cases,60 to 69,all,3849,76.01270789
2020-12-19,cases,60 to 69,other,1,NA
2020-12-19,cases,70 to 79,male,1041,65.06388261
2020-12-19,cases,70 to 79,female,1036,58.45392747
2020-12-19,cases,70 to 79,all,2077,61.58997622
2020-12-19,cases,80+,male,952,128.0197947
2020-12-19,cases,80+,female,1756,163.9117789
2020-12-19,cases,80+,all,2708,149.2057877
2020-12-19,cases,all,male,22001,109.9296597
2020-12-19,cases,all,female,22315,111.1080462
2020-12-19,cases,all,all,44321,110.5323562
2020-12-19,cases,all,other,5,NA
2020-12-19,hospitalizations,0 to 11,male,15,0.6000998566
2020-12-19,hospitalizations,0 to 11,female,12,0.5051417112
2020-12-19,hospitalizations,0 to 11,all,27,0.5538285449
2020-12-19,hospitalizations,12 to 19,male,8,0.4374300112
2020-12-19,hospitalizations,12 to 19,female,13,0.7554941862
2020-12-19,hospitalizations,12 to 19,all,21,0.5916172901
2020-12-19,hospitalizations,20 to 29,male,36,1.248947935
2020-12-19,hospitalizations,20 to 29,female,37,1.400463213
2020-12-19,hospitalizations,20 to 29,all,73,1.321408317
2020-12-19,hospitalizations,30 to 39,male,57,1.93314965
2020-12-19,hospitalizations,30 to 39,female,73,2.573190527
2020-12-19,hospitalizations,30 to 39,all,130,2.246996414
2020-12-19,hospitalizations,40 to 49,male,83,3.231658101
2020-12-19,hospitalizations,40 to 49,female,65,2.535845146
2020-12-19,hospitalizations,40 to 49,all,148,2.884096914
2020-12-19,hospitalizations,50 to 59,male,143,5.804942564
2020-12-19,hospitalizations,50 to 59,female,97,3.853449731
2020-12-19,hospitalizations,50 to 59,all,240,4.818654941
2020-12-19,hospitalizations,60 to 69,male,214,8.632802147
2020-12-19,hospitalizations,60 to 69,female,146,5.648602745
2020-12-19,hospitalizations,60 to 69,all,360,7.109528407
2020-12-19,hospitalizations,70 to 79,male,243,15.18782274
2020-12-19,hospitalizations,70 to 79,female,216,12.18730534
2020-12-19,hospitalizations,70 to 79,all,459,13.61088064
2020-12-19,hospitalizations,80+,male,368,49.48664331
2020-12-19,hospitalizations,80+,female,387,36.12406516
2020-12-19,hospitalizations,80+,all,755,41.59910256
2020-12-19,hospitalizations,all,male,1167,5.831003722
2020-12-19,hospitalizations,all,female,1046,5.208111868
2020-12-19,hospitalizations,all,all,2213,5.519011398
2020-12-19,icu,0 to 11,male,3,0.1200199713
2020-12-19,icu,0 to 11,female,3,0.1262854278
2020-12-19,icu,0 to 11,all,6,0.12307301
2020-12-19,icu,12 to 19,male,2,0.1093575028
2020-12-19,icu,12 to 19,all,2,0.05634450382
2020-12-19,icu,20 to 29,male,6,0.2081579891
2020-12-19,icu,20 to 29,female,2,0.0757007142
2020-12-19,icu,20 to 29,all,8,0.1448118704
2020-12-19,icu,30 to 39,male,11,0.3730639676
2020-12-19,icu,30 to 39,female,8,0.2819934824
2020-12-19,icu,30 to 39,all,19,0.3284071682
2020-12-19,icu,40 to 49,male,18,0.700841516
2020-12-19,icu,40 to 49,female,17,0.6632210383
2020-12-19,icu,40 to 49,all,35,0.6820499459
2020-12-19,icu,50 to 59,male,35,1.420790138
2020-12-19,icu,50 to 59,female,26,1.032883433
2020-12-19,icu,50 to 59,all,61,1.224741464
2020-12-19,icu,60 to 69,male,57,2.299391226
2020-12-19,icu,60 to 69,female,38,1.470184276
2020-12-19,icu,60 to 69,all,95,1.876125552
2020-12-19,icu,70 to 79,male,58,3.625077033
2020-12-19,icu,70 to 79,female,41,2.313331107
2020-12-19,icu,70 to 79,all,99,2.935680138
2020-12-19,icu,80+,male,42,5.647932117
2020-12-19,icu,80+,female,23,2.146908265
2020-12-19,icu,80+,all,65,3.581379691
2020-12-19,icu,all,male,232,1.159205538
2020-12-19,icu,all,female,158,0.7866937621
2020-12-19,icu,all,all,390,0.9726228854
2020-12-19,deaths,30 to 39,male,2,0.06782981229
2020-12-19,deaths,30 to 39,all,2,0.0345691756
2020-12-19,deaths,40 to 49,male,2,0.07787127955
2020-12-19,deaths,40 to 49,all,2,0.03897428262
2020-12-19,deaths,50 to 59,male,9,0.3653460355
2020-12-19,deaths,50 to 59,female,10,0.3972628589
2020-12-19,deaths,50 to 59,all,19,0.3814768495
2020-12-19,deaths,60 to 69,male,46,1.85564906
2020-12-19,deaths,60 to 69,female,16,0.6190249583
2020-12-19,deaths,60 to 69,all,62,1.224418781
2020-12-19,deaths,70 to 79,male,85,5.312612893
2020-12-19,deaths,70 to 79,female,54,3.046826335
2020-12-19,deaths,70 to 79,all,139,4.121813527
2020-12-19,deaths,80+,male,204,27.43281314
2020-12-19,deaths,80+,female,220,20.53564428
2020-12-19,deaths,80+,all,424,23.36161521
2020-12-19,deaths,all,male,348,1.738808308
2020-12-19,deaths,all,female,300,1.493722333
2020-12-19,deaths,all,all,648,1.616050333
2020-12-26,cases,0 to 11,male,1742,69.69159668
2020-12-26,cases,0 to 11,female,1777,74.8030684
2020-12-26,cases,0 to 11,all,3519,72.18232036
2020-12-26,cases,12 to 19,male,1892,103.4521976
2020-12-26,cases,12 to 19,female,1882,109.3723122
2020-12-26,cases,12 to 19,all,3775,106.350251
2020-12-26,cases,12 to 19,other,1,NA
2020-12-26,cases,20 to 29,male,4016,139.3270807
2020-12-26,cases,20 to 29,female,3831,145.004718
2020-12-26,cases,20 to 29,all,7849,142.0785463
2020-12-26,cases,20 to 29,other,2,NA
2020-12-26,cases,30 to 39,male,3497,118.6004268
2020-12-26,cases,30 to 39,female,3629,127.9192935
2020-12-26,cases,30 to 39,all,7127,123.1872572
2020-12-26,cases,30 to 39,other,1,NA
2020-12-26,cases,40 to 49,male,3335,129.8503587
2020-12-26,cases,40 to 49,female,3499,136.5064949
2020-12-26,cases,40 to 49,all,6835,133.1946109
2020-12-26,cases,40 to 49,other,1,NA
2020-12-26,cases,50 to 59,male,3169,128.6423985
2020-12-26,cases,50 to 59,female,3216,127.7597354
2020-12-26,cases,50 to 59,all,6385,128.1962992
2020-12-26,cases,60 to 69,male,2119,85.48087733
2020-12-26,cases,60 to 69,female,2004,77.53287603
2020-12-26,cases,60 to 69,all,4123,81.42384895
2020-12-26,cases,70 to 79,male,1107,69.18897027
2020-12-26,cases,70 to 79,female,1120,63.1934351
2020-12-26,cases,70 to 79,all,2227,66.03797643
2020-12-26,cases,80+,male,961,129.2300658
2020-12-26,cases,80+,female,1730,161.4848391
2020-12-26,cases,80+,all,2691,148.2691192
2020-12-26,cases,all,male,21839,109.1202145
2020-12-26,cases,all,female,22691,112.9801782
2020-12-26,cases,all,all,44535,111.0660518
2020-12-26,cases,all,other,5,NA
2020-12-26,hospitalizations,0 to 11,male,5,0.2000332855
2020-12-26,hospitalizations,0 to 11,female,5,0.210475713
2020-12-26,hospitalizations,0 to 11,all,10,0.2051216833
2020-12-26,hospitalizations,12 to 19,male,15,0.820181271
2020-12-26,hospitalizations,12 to 19,female,3,0.1743448122
2020-12-26,hospitalizations,12 to 19,all,18,0.5071005344
2020-12-26,hospitalizations,20 to 29,male,32,1.110175942
2020-12-26,hospitalizations,20 to 29,female,39,1.476163927
2020-12-26,hospitalizations,20 to 29,all,71,1.28520535
2020-12-26,hospitalizations,30 to 39,male,60,2.034894369
2020-12-26,hospitalizations,30 to 39,female,63,2.220698674
2020-12-26,hospitalizations,30 to 39,all,123,2.126004299
2020-12-26,hospitalizations,40 to 49,male,83,3.231658101
2020-12-26,hospitalizations,40 to 49,female,87,3.394131196
2020-12-26,hospitalizations,40 to 49,all,170,3.312814023
2020-12-26,hospitalizations,50 to 59,male,178,7.225732701
2020-12-26,hospitalizations,50 to 59,female,113,4.489070306
2020-12-26,hospitalizations,50 to 59,all,291,5.842619116
2020-12-26,hospitalizations,60 to 69,male,250,10.08504924
2020-12-26,hospitalizations,60 to 69,female,152,5.880737104
2020-12-26,hospitalizations,60 to 69,all,402,7.938973388
2020-12-26,hospitalizations,70 to 79,male,297,18.56289446
2020-12-26,hospitalizations,70 to 79,female,211,11.90519179
2020-12-26,hospitalizations,70 to 79,all,508,15.06389404
2020-12-26,hospitalizations,80+,male,378,50.83138906
2020-12-26,hospitalizations,80+,female,417,38.92438029
2020-12-26,hospitalizations,80+,all,795,43.80302852
2020-12-26,hospitalizations,all,male,1298,6.485555125
2020-12-26,hospitalizations,all,female,1090,5.427191144
2020-12-26,hospitalizations,all,all,2388,5.955444744
2020-12-26,icu,0 to 11,male,1,0.04000665711
2020-12-26,icu,0 to 11,all,1,0.02051216833
2020-12-26,icu,12 to 19,male,1,0.0546787514
2020-12-26,icu,12 to 19,all,1,0.02817225191
2020-12-26,icu,20 to 29,male,3,0.1040789946
2020-12-26,icu,20 to 29,female,3,0.1135510713
2020-12-26,icu,20 to 29,all,6,0.1086089028
2020-12-26,icu,30 to 39,male,16,0.5426384983
2020-12-26,icu,30 to 39,female,8,0.2819934824
2020-12-26,icu,30 to 39,all,24,0.4148301072
2020-12-26,icu,40 to 49,male,19,0.7397771558
2020-12-26,icu,40 to 49,female,19,0.7412470428
2020-12-26,icu,40 to 49,all,38,0.7405113699
2020-12-26,icu,50 to 59,male,36,1.461384142
2020-12-26,icu,50 to 59,female,23,0.9137045755
2020-12-26,icu,50 to 59,all,59,1.184586006
2020-12-26,icu,60 to 69,male,72,2.90449418
2020-12-26,icu,60 to 69,female,33,1.276738977
2020-12-26,icu,60 to 69,all,105,2.073612452
2020-12-26,icu,70 to 79,male,83,5.187610237
2020-12-26,icu,70 to 79,female,38,2.144062977
2020-12-26,icu,70 to 79,all,121,3.588053502
2020-12-26,icu,80+,male,33,4.437660949
2020-12-26,icu,80+,female,29,2.706971291
2020-12-26,icu,80+,all,62,3.416085243
2020-12-26,icu,all,male,264,1.319095958
2020-12-26,icu,all,female,153,0.7617983899
2020-12-26,icu,all,all,417,1.039958316
2020-12-26,deaths,30 to 39,male,4,0.1356596246
2020-12-26,deaths,30 to 39,female,1,0.0352491853
2020-12-26,deaths,30 to 39,all,5,0.086422939
2020-12-26,deaths,40 to 49,male,4,0.1557425591
2020-12-26,deaths,40 to 49,female,4,0.156052009
2020-12-26,deaths,40 to 49,all,8,0.1558971305
2020-12-26,deaths,50 to 59,male,17,0.690098067
2020-12-26,deaths,50 to 59,female,6,0.2383577153
2020-12-26,deaths,50 to 59,all,23,0.4617877652
2020-12-26,deaths,60 to 69,male,42,1.694288272
2020-12-26,deaths,60 to 69,female,14,0.5416468385
2020-12-26,deaths,60 to 69,all,56,1.105926641
2020-12-26,deaths,70 to 79,male,69,4.312591643
2020-12-26,deaths,70 to 79,female,46,2.595444656
2020-12-26,deaths,70 to 79,all,115,3.410133493
2020-12-26,deaths,80+,male,176,23.66752506
2020-12-26,deaths,80+,female,212,19.78889358
2020-12-26,deaths,80+,all,388,21.37808185
2020-12-26,deaths,all,male,312,1.558931586
2020-12-26,deaths,all,female,283,1.409078068
2020-12-26,deaths,all,all,595,1.483873376
2021-01-02,cases,0 to 11,male,2043,81.73360047
2021-01-02,cases,0 to 11,female,1830,77.03411096
2021-01-02,cases,0 to 11,all,3874,79.46414011
2021-01-02,cases,0 to 11,other,1,NA
2021-01-02,cases,12 to 19,male,2407,131.6117546
2021-01-02,cases,12 to 19,female,2427,141.0449531
2021-01-02,cases,12 to 19,all,4834,136.1846657
2021-01-02,cases,20 to 29,male,5159,178.9811777
2021-01-02,cases,20 to 29,female,5077,192.166263
2021-01-02,cases,20 to 29,all,10236,185.2867881
2021-01-02,cases,30 to 39,male,4020,136.3379227
2021-01-02,cases,30 to 39,female,4317,152.170733
2021-01-02,cases,30 to 39,all,8337,144.1016085
2021-01-02,cases,40 to 49,male,3540,137.8321648
2021-01-02,cases,40 to 49,female,3979,155.232736
2021-01-02,cases,40 to 49,all,7521,146.5627898
2021-01-02,cases,40 to 49,other,2,NA
2021-01-02,cases,50 to 59,male,3475,141.0641637
2021-01-02,cases,50 to 59,female,3755,149.1722035
2021-01-02,cases,50 to 59,all,7231,145.1820578
2021-01-02,cases,50 to 59,other,1,NA
2021-01-02,cases,60 to 69,male,2401,96.85681287
2021-01-02,cases,60 to 69,female,2234,86.4313598
2021-01-02,cases,60 to 69,all,4635,91.53517824
2021-01-02,cases,70 to 79,male,1259,78.68917214
2021-01-02,cases,70 to 79,female,1294,73.01098663
2021-01-02,cases,70 to 79,all,2553,75.70496355
2021-01-02,cases,80+,male,1068,143.6188453
2021-01-02,cases,80+,female,2011,187.7144575
2021-01-02,cases,80+,all,3079,169.647201
2021-01-02,cases,all,male,25377,126.7980989
2021-01-02,cases,all,female,26928,134.0765166
2021-01-02,cases,all,all,52309,130.453668
2021-01-02,cases,all,other,4,NA
2021-01-02,hospitalizations,0 to 11,male,23,0.9201531135
2021-01-02,hospitalizations,0 to 11,female,12,0.5051417112
2021-01-02,hospitalizations,0 to 11,all,36,0.7384380599
2021-01-02,hospitalizations,0 to 11,other,1,NA
2021-01-02,hospitalizations,12 to 19,male,8,0.4374300112
2021-01-02,hospitalizations,12 to 19,female,8,0.4649194992
2021-01-02,hospitalizations,12 to 19,all,16,0.4507560306
2021-01-02,hospitalizations,20 to 29,male,28,0.9714039493
2021-01-02,hospitalizations,20 to 29,female,59,2.233171069
2021-01-02,hospitalizations,20 to 29,all,87,1.57482909
2021-01-02,hospitalizations,30 to 39,male,42,1.424426058
2021-01-02,hospitalizations,30 to 39,female,78,2.749436454
2021-01-02,hospitalizations,30 to 39,all,120,2.074150536
2021-01-02,hospitalizations,40 to 49,male,98,3.815692698
2021-01-02,hospitalizations,40 to 49,female,61,2.379793137
2021-01-02,hospitalizations,40 to 49,all,159,3.098455469
2021-01-02,hospitalizations,50 to 59,male,166,6.738604654
2021-01-02,hospitalizations,50 to 59,female,118,4.687701735
2021-01-02,hospitalizations,50 to 59,all,284,5.702075013
2021-01-02,hospitalizations,60 to 69,male,251,10.12538943
2021-01-02,hospitalizations,60 to 69,female,178,6.886652661
2021-01-02,hospitalizations,60 to 69,all,429,8.472188019
2021-01-02,hospitalizations,70 to 79,male,304,19.00040376
2021-01-02,hospitalizations,70 to 79,female,218,12.30015076
2021-01-02,hospitalizations,70 to 79,all,522,15.47904073
2021-01-02,hospitalizations,80+,male,375,50.42796533
2021-01-02,hospitalizations,80+,female,497,46.3918873
2021-01-02,hospitalizations,80+,all,872,48.045586
2021-01-02,hospitalizations,all,male,1295,6.470565398
2021-01-02,hospitalizations,all,female,1229,6.119282491
2021-01-02,hospitalizations,all,all,2525,6.297109706
2021-01-02,hospitalizations,all,other,1,NA
2021-01-02,icu,0 to 11,male,2,0.08001331422
2021-01-02,icu,0 to 11,female,4,0.1683805704
2021-01-02,icu,0 to 11,all,6,0.12307301
2021-01-02,icu,12 to 19,male,2,0.1093575028
2021-01-02,icu,12 to 19,female,1,0.0581149374
2021-01-02,icu,12 to 19,all,3,0.08451675573
2021-01-02,icu,20 to 29,male,1,0.03469299819
2021-01-02,icu,20 to 29,female,5,0.1892517855
2021-01-02,icu,20 to 29,all,6,0.1086089028
2021-01-02,icu,30 to 39,male,6,0.2034894369
2021-01-02,icu,30 to 39,female,10,0.352491853
2021-01-02,icu,30 to 39,all,16,0.2765534048
2021-01-02,icu,40 to 49,male,19,0.7397771558
2021-01-02,icu,40 to 49,female,12,0.468156027
2021-01-02,icu,40 to 49,all,31,0.6041013807
2021-01-02,icu,50 to 59,male,43,1.745542169
2021-01-02,icu,50 to 59,female,22,0.8739782896
2021-01-02,icu,50 to 59,all,65,1.30505238
2021-01-02,icu,60 to 69,male,81,3.267555953
2021-01-02,icu,60 to 69,female,42,1.624940516
2021-01-02,icu,60 to 69,all,123,2.429088872
2021-01-02,icu,70 to 79,male,76,4.75010094
2021-01-02,icu,70 to 79,female,41,2.313331107
2021-01-02,icu,70 to 79,all,117,3.469440163
2021-01-02,icu,80+,male,37,4.975559246
2021-01-02,icu,80+,female,21,1.96022059
2021-01-02,icu,80+,all,58,3.195692647
2021-01-02,icu,all,male,267,1.334085684
2021-01-02,icu,all,female,158,0.7866937621
2021-01-02,icu,all,all,425,1.059909555
2021-01-02,deaths,20 to 29,male,1,0.03469299819
2021-01-02,deaths,20 to 29,female,2,0.0757007142
2021-01-02,deaths,20 to 29,all,3,0.05430445139
2021-01-02,deaths,30 to 39,male,3,0.1017447184
2021-01-02,deaths,30 to 39,female,1,0.0352491853
2021-01-02,deaths,30 to 39,all,4,0.0691383512
2021-01-02,deaths,40 to 49,male,4,0.1557425591
2021-01-02,deaths,40 to 49,female,3,0.1170390068
2021-01-02,deaths,40 to 49,all,7,0.1364099892
2021-01-02,deaths,50 to 59,male,22,0.8930680867
2021-01-02,deaths,50 to 59,female,3,0.1191788577
2021-01-02,deaths,50 to 59,all,25,0.501943223
2021-01-02,deaths,60 to 69,male,45,1.815308863
2021-01-02,deaths,60 to 69,female,32,1.238049917
2021-01-02,deaths,60 to 69,all,77,1.520649132
2021-01-02,deaths,70 to 79,male,85,5.312612893
2021-01-02,deaths,70 to 79,female,41,2.313331107
2021-01-02,deaths,70 to 79,all,126,3.736320175
2021-01-02,deaths,80+,male,181,24.33989793
2021-01-02,deaths,80+,female,227,21.18905114
2021-01-02,deaths,80+,all,408,22.48004483
2021-01-02,deaths,all,male,341,1.703832279
2021-01-02,deaths,all,female,309,1.538534003
2021-01-02,deaths,all,all,650,1.621038142
2021-01-09,cases,0 to 11,male,2148,85.93429947
2021-01-09,cases,0 to 11,female,2004,84.35866577
2021-01-09,cases,0 to 11,all,4155,85.22805942
2021-01-09,cases,0 to 11,other,3,NA
2021-01-09,cases,12 to 19,male,2403,131.3930396
2021-01-09,cases,12 to 19,female,2362,137.2674821
2021-01-09,cases,12 to 19,all,4765,134.2407803
2021-01-09,cases,20 to 29,male,5143,178.4260897
2021-01-09,cases,20 to 29,female,4886,184.9368448
2021-01-09,cases,20 to 29,all,10031,181.575984
2021-01-09,cases,20 to 29,other,2,NA
2021-01-09,cases,30 to 39,male,3991,135.3543904
2021-01-09,cases,30 to 39,female,3922,138.2473048
2021-01-09,cases,30 to 39,all,7913,136.7729433
2021-01-09,cases,40 to 49,male,3332,129.7335517
2021-01-09,cases,40 to 49,female,3658,142.7095622
2021-01-09,cases,40 to 49,all,6991,136.2346049
2021-01-09,cases,40 to 49,other,1,NA
2021-01-09,cases,50 to 59,male,3300,133.960213
2021-01-09,cases,50 to 59,female,3454,137.2145915
2021-01-09,cases,50 to 59,all,6754,135.6049811
2021-01-09,cases,60 to 69,male,2203,88.86945388
2021-01-09,cases,60 to 69,female,2090,80.86013518
2021-01-09,cases,60 to 69,all,4293,84.78112626
2021-01-09,cases,70 to 79,male,1209,75.56410574
2021-01-09,cases,70 to 79,female,1309,73.85732728
2021-01-09,cases,70 to 79,all,2518,74.66709684
2021-01-09,cases,80+,male,1149,154.5112858
2021-01-09,cases,80+,female,2053,191.6348986
2021-01-09,cases,80+,all,3202,176.4242734
2021-01-09,cases,all,male,24882,124.324794
2021-01-09,cases,all,female,25738,128.151418
2021-01-09,cases,all,all,50626,126.2564261
2021-01-09,cases,all,other,6,NA
2021-01-09,hospitalizations,0 to 11,male,21,0.8401397993
2021-01-09,hospitalizations,0 to 11,female,5,0.210475713
2021-01-09,hospitalizations,0 to 11,all,26,0.5333163766
2021-01-09,hospitalizations,12 to 19,male,10,0.546787514
2021-01-09,hospitalizations,12 to 19,female,10,0.581149374
2021-01-09,hospitalizations,12 to 19,all,20,0.5634450382
2021-01-09,hospitalizations,20 to 29,male,32,1.110175942
2021-01-09,hospitalizations,20 to 29,female,45,1.703266069
2021-01-09,hospitalizations,20 to 29,all,77,1.393814252
2021-01-09,hospitalizations,30 to 39,male,64,2.170553993
2021-01-09,hospitalizations,30 to 39,female,76,2.678938083
2021-01-09,hospitalizations,30 to 39,all,140,2.419842292
2021-01-09,hospitalizations,40 to 49,male,86,3.348465021
2021-01-09,hospitalizations,40 to 49,female,65,2.535845146
2021-01-09,hospitalizations,40 to 49,all,151,2.942558338
2021-01-09,hospitalizations,50 to 59,male,163,6.616822642
2021-01-09,hospitalizations,50 to 59,female,118,4.687701735
2021-01-09,hospitalizations,50 to 59,all,281,5.641841826
2021-01-09,hospitalizations,60 to 69,male,243,9.802667859
2021-01-09,hospitalizations,60 to 69,female,167,6.461073002
2021-01-09,hospitalizations,60 to 69,all,410,8.096962908
2021-01-09,hospitalizations,70 to 79,male,307,19.18790774
2021-01-09,hospitalizations,70 to 79,female,229,12.92080057
2021-01-09,hospitalizations,70 to 79,all,536,15.89418741
2021-01-09,hospitalizations,80+,male,369,49.62111789
2021-01-09,hospitalizations,80+,female,441,41.16463239
2021-01-09,hospitalizations,80+,all,810,44.62950076
2021-01-09,hospitalizations,all,male,1295,6.470565398
2021-01-09,hospitalizations,all,female,1156,5.755810057
2021-01-09,hospitalizations,all,all,2451,6.112560749
2021-01-09,icu,0 to 11,male,5,0.2000332855
2021-01-09,icu,0 to 11,female,2,0.0841902852
2021-01-09,icu,0 to 11,all,7,0.1435851783
2021-01-09,icu,12 to 19,female,2,0.1162298748
2021-01-09,icu,12 to 19,all,2,0.05634450382
2021-01-09,icu,20 to 29,male,5,0.1734649909
2021-01-09,icu,20 to 29,all,5,0.09050741898
2021-01-09,icu,30 to 39,male,11,0.3730639676
2021-01-09,icu,30 to 39,female,11,0.3877410383
2021-01-09,icu,30 to 39,all,22,0.3802609316
2021-01-09,icu,40 to 49,male,19,0.7397771558
2021-01-09,icu,40 to 49,female,13,0.5071690293
2021-01-09,icu,40 to 49,all,32,0.623588522
2021-01-09,icu,50 to 59,male,36,1.461384142
2021-01-09,icu,50 to 59,female,21,0.8342520037
2021-01-09,icu,50 to 59,all,57,1.144430548
2021-01-09,icu,60 to 69,male,65,2.622112802
2021-01-09,icu,60 to 69,female,38,1.470184276
2021-01-09,icu,60 to 69,all,103,2.034115072
2021-01-09,icu,70 to 79,male,79,4.937604924
2021-01-09,icu,70 to 79,female,47,2.651867366
2021-01-09,icu,70 to 79,all,126,3.736320175
2021-01-09,icu,80+,male,36,4.841084672
2021-01-09,icu,80+,female,22,2.053564428
2021-01-09,icu,80+,all,58,3.195692647
2021-01-09,icu,all,male,256,1.279123353
2021-01-09,icu,all,female,156,0.7767356132
2021-01-09,icu,all,all,412,1.027488792
2021-01-09,deaths,30 to 39,female,2,0.07049837061
2021-01-09,deaths,30 to 39,all,2,0.0345691756
2021-01-09,deaths,40 to 49,male,4,0.1557425591
2021-01-09,deaths,40 to 49,female,6,0.2340780135
2021-01-09,deaths,40 to 49,all,10,0.1948714131
2021-01-09,deaths,50 to 59,male,12,0.4871280473
2021-01-09,deaths,50 to 59,female,7,0.2780840012
2021-01-09,deaths,50 to 59,all,19,0.3814768495
2021-01-09,deaths,60 to 69,male,41,1.653948075
2021-01-09,deaths,60 to 69,female,26,1.005915557
2021-01-09,deaths,60 to 69,all,67,1.323162231
2021-01-09,deaths,70 to 79,male,86,5.375114221
2021-01-09,deaths,70 to 79,female,56,3.159671755
2021-01-09,deaths,70 to 79,all,142,4.210773531
2021-01-09,deaths,80+,male,185,24.87779623
2021-01-09,deaths,80+,female,242,22.58920871
2021-01-09,deaths,80+,all,427,23.52690966
2021-01-09,deaths,all,male,328,1.638876796
2021-01-09,deaths,all,female,339,1.687906236
2021-01-09,deaths,all,all,667,1.663434524
2021-01-16,cases,0 to 11,male,1840,73.61224908
2021-01-16,cases,0 to 11,female,1710,71.98269384
2021-01-16,cases,0 to 11,all,3550,72.81819758
2021-01-16,cases,12 to 19,male,1847,100.9916538
2021-01-16,cases,12 to 19,female,1767,102.6890944
2021-01-16,cases,12 to 19,all,3614,101.8145184
2021-01-16,cases,20 to 29,male,3988,138.3556768
2021-01-16,cases,20 to 29,female,3576,135.352877
2021-01-16,cases,20 to 29,all,7564,136.9196234
2021-01-16,cases,30 to 39,male,3079,104.423996
2021-01-16,cases,30 to 39,female,3084,108.7084875
2021-01-16,cases,30 to 39,all,6163,106.5249146
