year,age_group,gender,deaths
2021,30 to 49,female,20
2021,50 +,female,242
2021,50 +,female,446
2021,50 +,female,659
2021,50 +,female,760
2021,30 to 49,male,14
2021,50 +,male,283
2021,50 +,male,425
2021,50 +,male,612
2021,50 +,male,452
2021,50 +,female,186
2021,50 +,female,257
2021,50 +,female,409
2021,50 +,female,473
2021,30 to 49,male,13
2021,50 +,male,196
2021,50 +,male,262
2021,50 +,male,336
2021,50 +,male,213
2021,30 to 49,female,12
2021,50 +,female,152
2021,50 +,female,158
2021,50 +,female,203
2021,50 +,female,212
2021,0 to 29,male,0
2021,30 to 49,male,14
2021,50 +,male,192
2021,50 +,male,212
2021,50 +,male,236
2021,50 +,male,148
2021,0 to 29,female,0
2021,50 +,female,116
2021,50 +,female,173
2021,50 +,female,162
2021,50 +,female,156
2021,0 to 29,male,0
2021,30 to 49,male,18
2021,50 +,male,179
2021,50 +,male,179
2021,50 +,male,191
2021,50 +,male,96
2021,0 to 29,female,0
2021,50 +,female,123
2021,50 +,female,141
2021,50 +,female,165
2021,50 +,female,135
2021,0 to 29,male,0
2021,50 +,male,123
2021,50 +,male,130
2021,50 +,male,109
2021,50 +,male,64
2021,50 +,female,78
2021,50 +,female,93
2021,50 +,female,89
2021,50 +,female,76
2021,0 to 29,male,25
2021,30 to 49,male,47
2021,50 +,male,338
2021,50 +,male,251
2021,50 +,male,203
2021,50 +,male,167
2021,0 to 29,female,11
2021,30 to 49,female,21
2021,50 +,female,213
2021,50 +,female,192
2021,50 +,female,182
2021,50 +,female,191
2021,0 to 29,male,103
2021,30 to 49,male,219
2021,50 +,male,1664
2021,50 +,male,1390
2021,50 +,male,1205
2021,50 +,male,811
2021,0 to 29,female,11
2021,0 to 29,female,51
2021,30 to 49,female,146
2021,50 +,female,1041
2021,50 +,female,952
2021,50 +,female,1022
2021,50 +,female,920
2021,0 to 29,male,42
2021,30 to 49,male,171
2021,50 +,male,1403
2021,50 +,male,1100
2021,50 +,male,926
2021,50 +,male,642
2021,0 to 29,female,31
2021,30 to 49,female,136
2021,50 +,female,898
2021,50 +,female,879
2021,50 +,female,735
2021,50 +,female,704
2021,0 to 29,male,18
2021,30 to 49,male,52
2021,50 +,male,406
2021,50 +,male,330
2021,50 +,male,304
2021,50 +,male,209
2021,0 to 29,female,10
2021,30 to 49,female,42
2021,50 +,female,294
2021,50 +,female,309
2021,50 +,female,247
2021,50 +,female,237
2021,0 to 29,male,0
2021,30 to 49,male,14
2021,50 +,male,138
2021,50 +,male,118
2021,50 +,male,107
2021,50 +,male,63
2021,30 to 49,female,16
2021,50 +,female,84
2021,50 +,female,105
2021,50 +,female,81
2021,50 +,female,105
2021,30 to 49,male,22
2021,50 +,male,94
2021,50 +,male,113
2021,50 +,male,126
2021,50 +,male,85
2021,50 +,female,63
2021,50 +,female,80
2021,50 +,female,94
2021,50 +,female,115
2022,0 to 29,male,19
2022,30 to 49,male,31
2022,50 +,male,389
2022,50 +,male,572
2022,50 +,male,846
2022,50 +,male,722
2022,0 to 29,female,10
2022,30 to 49,female,25
2022,50 +,female,248
2022,50 +,female,373
2022,50 +,female,529
2022,50 +,female,724
2022,30 to 49,male,30
2022,50 +,male,309
2022,50 +,male,487
2022,50 +,male,638
2022,50 +,male,491
2022,30 to 49,female,23
2022,50 +,female,187
2022,50 +,female,305
2022,50 +,female,416
2022,50 +,female,478
2022,50 +,male,98
2022,50 +,male,163
2022,50 +,male,188
2022,50 +,male,137
2022,0 to 29,female,0
2022,50 +,female,69
2022,50 +,female,103
2022,50 +,female,156
2022,50 +,female,158
2022,0 to 29,male,0
2022,50 +,male,41
2022,50 +,male,51
2022,50 +,male,69
2022,50 +,male,70
2022,30 to 49,female,0
2022,50 +,female,27
2022,50 +,female,39
2022,50 +,female,64
2022,50 +,female,73
2022,50 +,male,39
2022,50 +,male,51
2022,50 +,male,79
2022,50 +,male,106
2022,50 +,female,25
2022,50 +,female,35
2022,50 +,female,72
2022,50 +,female,106
2022,50 +,male,59
2022,50 +,male,101
2022,50 +,male,165
2022,50 +,male,207
2022,0 to 29,female,0
2022,50 +,female,34
2022,50 +,female,71
2022,50 +,female,130
2022,50 +,female,207
2022,50 +,male,67
2022,50 +,male,131
2022,50 +,male,236
2022,50 +,male,284
2022,0 to 29,female,0
2022,50 +,female,54
2022,50 +,female,117
2022,50 +,female,188
2022,50 +,female,343
2022,50 +,male,83
2022,50 +,male,155
2022,50 +,male,268
2022,50 +,male,292
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,50 +,female,55
2022,50 +,female,104
2022,50 +,female,177
2022,50 +,female,301
2022,0 to 29,male,0
2022,50 +,male,55
2022,50 +,male,87
2022,50 +,male,157
2022,50 +,male,189
2022,50 +,female,40
2022,50 +,female,79
2022,50 +,female,113
2022,50 +,female,201
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,50 +,male,34
2022,50 +,male,68
2022,50 +,male,105
2022,50 +,male,123
2022,0 to 29,female,0
2022,50 +,female,27
2022,50 +,female,51
2022,50 +,female,64
2022,50 +,female,148
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,50 +,male,25
2022,50 +,male,47
2022,50 +,male,78
2022,50 +,male,102
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,50 +,female,15
2022,50 +,female,46
2022,50 +,female,69
2022,50 +,female,105
2022,50 +,male,29
2022,50 +,male,65
2022,50 +,male,128
2022,50 +,male,143
2022,0 to 29,female,0
2022,50 +,female,23
2022,50 +,female,47
2022,50 +,female,98
2022,50 +,female,143
2023,0 to 29,male,0
2023,50 +,male,42
2023,50 +,male,93
2023,50 +,male,175
2023,50 +,male,197
2023,0 to 29,female,0
2023,50 +,female,23
2023,50 +,female,72
2023,50 +,female,137
2023,50 +,female,230
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,23
2023,50 +,male,68
2023,50 +,male,140
2023,50 +,male,133
2023,50 +,female,20
2023,50 +,female,38
2023,50 +,female,102
2023,50 +,female,127
2023,0 to 29,male,0
2023,50 +,male,14
2023,50 +,male,39
2023,50 +,male,88
2023,50 +,male,90
2023,0 to 29,female,0
2023,50 +,female,20
2023,50 +,female,47
2023,50 +,female,55
2023,50 +,female,98
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,16
2023,50 +,male,25
2023,50 +,male,61
2023,50 +,male,79
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,14
2023,50 +,female,22
2023,50 +,female,50
2023,50 +,female,76
2023,0 to 29,male,0
2023,50 +,male,13
2023,50 +,male,39
2023,50 +,male,56
2023,50 +,male,43
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,26
2023,50 +,female,37
2023,50 +,female,63
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,19
2023,50 +,male,30
2023,50 +,male,57
2023,50 +,male,56
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,18
2023,50 +,female,34
2023,50 +,female,69
2023,0 to 29,male,0
2023,50 +,male,31
2023,50 +,male,74
2023,50 +,male,74
2023,0 to 29,female,0
2023,50 +,female,22
2023,50 +,female,35
2023,50 +,female,80
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,22
2023,50 +,male,69
2023,50 +,male,102
2023,50 +,male,99
2023,0 to 29,female,0
2023,50 +,female,11
2023,50 +,female,39
2023,50 +,female,95
2023,50 +,female,128
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,35
2023,50 +,male,62
2023,50 +,male,75
2023,0 to 29,female,0
2023,50 +,female,17
2023,50 +,female,44
2023,50 +,female,66
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,50 +,male,23
2020,50 +,male,39
2020,50 +,male,40
2020,50 +,male,16
2020,0 to 29,female,0
2020,50 +,female,17
2020,50 +,female,22
2020,50 +,female,20
2020,50 +,female,21
2020,0 to 29,male,0
2020,50 +,male,125
2020,50 +,male,162
2020,50 +,male,162
2020,50 +,male,92
2020,0 to 29,female,0
2020,50 +,female,79
2020,50 +,female,103
2020,50 +,female,146
2020,50 +,female,163
2020,0 to 29,male,0
2020,50 +,male,64
2020,50 +,male,121
2020,50 +,male,108
2020,50 +,male,84
2020,0 to 29,female,0
2020,50 +,female,41
2020,50 +,female,76
2020,50 +,female,115
2020,50 +,female,160
2020,0 to 29,male,0
2020,50 +,male,52
2020,50 +,male,58
2020,50 +,male,73
2020,50 +,male,53
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,50 +,female,37
2020,50 +,female,48
2020,50 +,female,69
2020,50 +,female,92
2020,30 to 49,male,18
2020,50 +,male,173
2020,50 +,male,178
2020,50 +,male,188
2020,50 +,male,129
2020,0 to 29,female,0
2020,30 to 49,female,18
2020,50 +,female,92
2020,50 +,female,140
2020,50 +,female,152
2020,50 +,female,169
2020,30 to 49,male,11
2020,50 +,male,198
2020,50 +,male,263
2020,50 +,male,258
2020,50 +,male,165
2020,30 to 49,female,10
2020,50 +,female,160
2020,50 +,female,194
2020,50 +,female,232
2020,50 +,female,241
2020,50 +,male,116
2020,50 +,male,169
2020,50 +,male,142
2020,50 +,male,69
2020,0 to 29,female,0
2020,50 +,female,69
2020,50 +,female,121
2020,50 +,female,120
2020,50 +,female,115
2020,0 to 29,male,0
2020,50 +,male,67
2020,50 +,male,130
2020,50 +,male,128
2020,50 +,male,61
2020,0 to 29,female,0
2020,50 +,female,62
2020,50 +,female,77
2020,50 +,female,106
2020,50 +,female,108
2020,0 to 29,male,0
2020,50 +,male,89
2020,50 +,male,148
2020,50 +,male,173
2020,50 +,male,96
2020,0 to 29,female,0
2020,50 +,female,48
2020,50 +,female,122
2020,50 +,female,127
2020,50 +,female,151
2020,0 to 29,male,0
2020,30 to 49,male,11
2020,50 +,male,191
2020,50 +,male,266
2020,50 +,male,342
2020,50 +,male,218
2020,50 +,female,117
2020,50 +,female,182
2020,50 +,female,248
2020,50 +,female,263
2021,30 to 49,male,25
2021,50 +,male,424
2021,50 +,male,581
2021,50 +,male,678
2021,50 +,male,427
2021,0 to 29,female,0
2021,30 to 49,female,20
2021,50 +,female,274
2021,50 +,female,388
2021,50 +,female,531
2021,50 +,female,512
2021,0 to 29,male,0
2021,50 +,male,204
2021,50 +,male,274
2021,50 +,male,317
2021,50 +,male,158
2021,0 to 29,female,0
2021,50 +,female,156
2021,50 +,female,212
2021,50 +,female,258
2021,50 +,female,216
2021,0 to 29,male,0
2021,50 +,male,100
2021,50 +,male,132
2021,50 +,male,111
2021,50 +,male,41
2021,0 to 29,female,0
2021,30 to 49,female,11
2021,50 +,female,72
2021,50 +,female,88
2021,50 +,female,101
2021,50 +,female,63
2021,0 to 29,male,0
2021,50 +,male,72
2021,50 +,male,65
2021,50 +,male,91
2021,50 +,male,31
2021,0 to 29,female,0
2021,50 +,female,72
2021,50 +,female,56
2021,50 +,female,58
2021,50 +,female,48
2021,50 +,male,62
2021,50 +,male,57
2021,50 +,male,38
2021,50 +,male,24
2021,0 to 29,female,0
2021,50 +,female,51
2021,50 +,female,48
2021,50 +,female,35
2021,50 +,female,36
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,50 +,male,39
2021,50 +,male,31
2021,50 +,male,23
2021,50 +,male,10
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,50 +,female,36
2021,50 +,female,26
2021,50 +,female,18
2021,50 +,female,25
2021,0 to 29,male,0
2021,50 +,male,51
2021,50 +,male,49
2021,50 +,male,31
2021,50 +,male,22
2021,0 to 29,female,0
2021,50 +,female,36
2021,50 +,female,26
2021,50 +,female,36
2021,50 +,female,23
2021,0 to 29,male,26
2021,30 to 49,male,70
2021,50 +,male,471
2021,50 +,male,338
2021,50 +,male,277
2021,50 +,male,118
2021,0 to 29,female,21
2021,30 to 49,female,65
2021,50 +,female,375
2021,50 +,female,298
2021,50 +,female,226
2021,50 +,female,171
2021,0 to 29,male,36
2021,30 to 49,male,89
2021,50 +,male,687
2021,50 +,male,511
2021,50 +,male,340
2021,50 +,male,140
2021,0 to 29,female,32
2021,30 to 49,female,81
2021,50 +,female,495
2021,50 +,female,427
2021,50 +,female,355
2021,50 +,female,178
2021,0 to 29,male,0
2021,0 to 29,male,14
2021,30 to 49,male,34
2021,50 +,male,278
2021,50 +,male,219
2021,50 +,male,138
2021,50 +,male,69
2021,30 to 49,female,38
2021,50 +,female,202
2021,50 +,female,197
2021,50 +,female,148
2021,50 +,female,87
2021,30 to 49,male,11
2021,50 +,male,102
2021,50 +,male,78
2021,50 +,male,76
2021,50 +,male,27
2021,0 to 29,female,0
2021,50 +,female,61
2021,50 +,female,53
2021,50 +,female,55
2021,50 +,female,37
2021,30 to 49,male,15
2021,50 +,male,89
2021,50 +,male,90
2021,50 +,male,75
2021,50 +,male,37
2021,30 to 49,female,11
2021,50 +,female,56
2021,50 +,female,72
2021,50 +,female,66
2021,50 +,female,47
2022,30 to 49,male,33
2022,50 +,male,278
2022,50 +,male,404
2022,50 +,male,378
2022,50 +,male,249
2022,30 to 49,female,23
2022,50 +,female,238
2022,50 +,female,236
2022,50 +,female,318
2022,50 +,female,239
2022,30 to 49,male,15
2022,50 +,male,186
2022,50 +,male,274
2022,50 +,male,274
2022,50 +,male,142
2022,30 to 49,female,10
2022,50 +,female,140
2022,50 +,female,192
2022,50 +,female,215
2022,50 +,female,174
2022,50 +,male,50
2022,50 +,male,77
2022,50 +,male,83
2022,50 +,male,43
2022,50 +,female,51
2022,50 +,female,56
2022,50 +,female,55
2022,50 +,female,61
2022,0 to 29,male,0
2022,50 +,male,20
2022,50 +,male,30
2022,50 +,male,22
2022,50 +,male,12
2022,0 to 29,female,0
2022,50 +,female,15
2022,50 +,female,20
2022,50 +,female,27
2022,50 +,female,31
2022,0 to 29,male,0
2022,50 +,male,14
2022,50 +,male,20
2022,50 +,male,14
2022,50 +,female,12
2022,50 +,female,17
2022,50 +,female,17
2022,50 +,male,22
2022,50 +,male,25
2022,50 +,male,27
2022,50 +,male,20
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,17
2022,50 +,female,18
2022,50 +,female,25
2022,50 +,female,37
2022,50 +,male,31
2022,50 +,male,56
2022,50 +,male,85
2022,50 +,male,56
2022,50 +,female,23
2022,50 +,female,34
2022,50 +,female,43
2022,50 +,female,69
2022,0 to 29,male,0
2022,50 +,male,41
2022,50 +,male,68
2022,50 +,male,74
2022,50 +,male,67
2022,50 +,female,33
2022,50 +,female,55
2022,50 +,female,77
2022,50 +,female,71
2022,0 to 29,male,0
2022,50 +,male,20
2022,50 +,male,51
2022,50 +,male,56
2022,50 +,male,43
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,19
2022,50 +,female,33
2022,50 +,female,43
2022,50 +,female,51
2022,0 to 29,male,0
2022,50 +,male,13
2022,50 +,male,40
2022,50 +,male,39
2022,50 +,male,23
2022,0 to 29,female,0
2022,50 +,female,18
2022,50 +,female,17
2022,50 +,female,32
2022,50 +,female,34
2022,0 to 29,male,0
2022,50 +,male,17
2022,50 +,male,22
2022,50 +,male,26
2022,50 +,male,24
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,11
2022,50 +,female,18
2022,50 +,female,31
2022,50 +,female,27
2022,0 to 29,male,0
2022,50 +,male,17
2022,50 +,male,45
2022,50 +,male,58
2022,50 +,male,40
2022,50 +,female,17
2022,50 +,female,27
2022,50 +,female,43
2022,50 +,female,57
2023,50 +,male,27
2023,50 +,male,51
2023,50 +,male,68
2023,50 +,male,67
2023,0 to 29,female,0
2023,50 +,female,29
2023,50 +,female,50
2023,50 +,female,62
2023,50 +,female,100
2023,0 to 29,male,0
2023,50 +,male,27
2023,50 +,male,36
2023,50 +,male,53
2023,50 +,male,32
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,14
2023,50 +,female,19
2023,50 +,female,41
2023,50 +,female,31
2023,50 +,male,15
2023,50 +,male,20
2023,50 +,male,34
2023,50 +,male,20
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,11
2023,50 +,female,19
2023,50 +,female,29
2023,50 +,female,34
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,11
2023,50 +,male,15
2023,50 +,male,15
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,17
2023,50 +,female,21
2023,50 +,female,21
2023,30 to 49,male,0
2023,50 +,male,10
2023,50 +,male,17
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,17
2023,50 +,female,14
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,11
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,13
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,14
2023,50 +,male,10
2023,0 to 29,female,0
2023,50 +,female,11
2023,50 +,female,13
2023,0 to 29,male,0
2023,50 +,male,15
2023,50 +,male,29
2023,50 +,male,13
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,22
2023,50 +,female,33
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,11
2023,50 +,male,18
2023,50 +,male,11
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,10
2023,50 +,female,16
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,50 +,male,15
2020,50 +,male,11
2020,50 +,male,10
2020,50 +,male,13
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,11
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,15
2020,50 +,male,22
2020,50 +,male,17
2020,50 +,male,23
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,50 +,female,11
2020,50 +,female,20
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,10
2020,50 +,male,13
2020,50 +,male,13
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,11
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2021,0 to 29,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,50 +,female,12
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,30 to 49,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,50 +,female,0
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,50 +,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,0 to 29,male,0
2021,30 to 49,male,0
2021,50 +,male,0
2021,50 +,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,50 +,female,0
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,30 to 49,male,0
2021,50 +,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,30 to 49,male,0
2021,50 +,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,50 +,female,0
2021,50 +,female,0
2021,50 +,female,0
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,50 +,female,0
2021,0 to 29,male,0
2021,30 to 49,male,11
2021,50 +,male,24
2021,50 +,male,23
2021,50 +,male,17
2021,50 +,male,11
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,50 +,female,11
2021,50 +,female,20
2021,50 +,female,12
2021,50 +,male,43
2021,50 +,male,40
2021,50 +,male,14
2021,50 +,male,19
2021,0 to 29,female,0
2021,50 +,female,38
2021,50 +,female,19
2021,50 +,female,14
2021,50 +,female,23
2021,0 to 29,male,0
2021,50 +,male,12
2021,50 +,male,19
2021,50 +,male,11
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,50 +,female,12
2021,50 +,female,10
2021,0 to 29,male,0
2021,30 to 49,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2021,50 +,female,0
2021,50 +,female,10
2021,0 to 29,male,0
2021,0 to 29,male,0
2021,30 to 49,male,0
2021,50 +,male,0
2021,0 to 29,female,0
2021,0 to 29,female,0
2021,30 to 49,female,0
2022,0 to 29,male,0
2022,50 +,male,23
2022,50 +,male,11
2022,50 +,male,24
2022,50 +,male,28
2022,0 to 29,female,0
2022,50 +,female,18
2022,50 +,female,14
2022,50 +,female,22
2022,0 to 29,male,0
2022,50 +,male,20
2022,50 +,male,18
2022,50 +,male,13
2022,50 +,male,18
2022,0 to 29,female,0
2022,50 +,female,14
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,0
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,50 +,male,10
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,20
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,50 +,male,14
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,14
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,50 +,male,15
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,20
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,50 +,female,0
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,0
2022,0 to 29,male,0
2022,0 to 29,male,0
2022,30 to 49,male,0
2022,0 to 29,female,0
2022,0 to 29,female,0
2022,30 to 49,female,0
2022,50 +,female,0
2022,50 +,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,50 +,female,10
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,50 +,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,10
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,0
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,0
2023,50 +,male,0
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,50 +,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,30 to 49,female,0
2020,50 +,female,0
2020,50 +,female,0
2020,0 to 29,male,0
2020,0 to 29,male,0
2020,30 to 49,male,0
